,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
2400,4.0,12.0,Lux,Side.blue,8.0,2049.0,5454.0,2049.0,8.0,1.875,7.0,18.0,34.0,,2.0,52.0,214548,17508,Other,Many
2401,4.0,7.0,Lux,Side.blue,9.0,2625.0,2625.0,2625.0,1.0,12.0,3.0,10.0,29.0,4435.0,0.0,27.0,21024,7060,Other,Few
2402,4.0,11.0,Zed,Side.red,5.0,0.0,15838.0,0.0,6.0,1.666666667,5.0,15.0,5.0,28843.0,0.0,40.0,192159,11022,TopLane_Jungle,Few
2403,4.0,12.0,Lux,Side.blue,2.0,0.0,0.0,0.0,3.0,3.0,7.0,14.0,32.0,12370.0,0.0,13.0,111138,10866,Other,Many
2404,11.0,4.0,Zac,Side.blue,11.0,848.0,18468.0,848.0,,2.833333333,6.0,15.0,37.0,34250.0,1.0,29.0,162448,12189,TopLane_Jungle,Few
2405,4.0,7.0,Samira,Side.blue,4.0,630.0,3020.0,630.0,7.0,1.142857143,4.0,13.0,2.0,16294.0,0.0,16.0,79996,9383,Other,Many
2406,4.0,14.0,Brand,Side.red,8.0,644.0,14214.0,644.0,8.0,1.5,4.0,13.0,8.0,11933.0,0.0,74.0,46370,8944,Other,Few
2407,4.0,11.0,,Side.red,10.0,497.0,17671.0,497.0,4.0,4.25,7.0,13.0,10.0,,0.0,18.0,122905,10634,TopLane_Jungle,Few
2408,14.0,4.0,Pantheon,Side.blue,4.0,2367.0,2551.0,2367.0,6.0,1.0,2.0,14.0,17.0,21308.0,1.0,19.0,119536,9824,TopLane_Jungle,Many
2409,14.0,4.0,Nami,Side.blue,24.0,2370.0,2370.0,2370.0,4.0,7.0,4.0,13.0,26.0,14115.0,2.0,80.0,16548,9644,Other,Few
2410,4.0,12.0,Gangplank,Side.red,5.0,3428.0,6029.0,3428.0,5.0,1.2,1.0,13.0,5.0,,0.0,22.0,88384,8238,TopLane_Jungle,Many
2411,4.0,3.0,Jhin,Side.red,3.0,0.0,2842.0,0.0,4.0,1.75,4.0,12.0,,9261.0,0.0,23.0,90234,9029,Other,Many
2412,4.0,14.0,Karma,Side.blue,4.0,491.0,491.0,491.0,9.0,0.5555555560000001,1.0,,21.0,20555.0,0.0,69.0,51932,7397,Other,Few
2413,11.0,4.0,Graves,Side.red,9.0,2193.0,35594.0,,5.0,2.8,5.0,15.0,13.0,21035.0,0.0,31.0,166796,10882,TopLane_Jungle,Few
2414,4.0,7.0,Kaisa,Side.blue,13.0,3992.0,13371.0,3992.0,3.0,7.0,8.0,16.0,1.0,17632.0,1.0,35.0,134522,13353,Other,Many
2415,4.0,3.0,Karthus,Side.blue,3.0,0.0,938.0,0.0,9.0,0.5555555560000001,2.0,12.0,17.0,17767.0,0.0,12.0,110338,7714,Other,Many
2416,4.0,1.0,Ezreal,Side.blue,9.0,3729.0,13588.0,3729.0,9.0,1.5555555559999998,5.0,15.0,4.0,19782.0,2.0,25.0,142973,12470,Other,Many
2417,4.0,11.0,Qiyana,Side.blue,5.0,424.0,8902.0,424.0,7.0,1.428571429,5.0,14.0,16.0,27528.0,0.0,14.0,151929,9472,TopLane_Jungle,Few
2418,11.0,4.0,XinZhao,Side.blue,2.0,0.0,22649.0,0.0,,0.6,1.0,12.0,11.0,25790.0,0.0,21.0,122590,6703,TopLane_Jungle,Few
2419,4.0,12.0,Karma,Side.red,2.0,2853.0,7165.0,2853.0,,0.8,2.0,14.0,,12740.0,2.0,21.0,104791,8856,Other,Many
2420,4.0,11.0,Evelynn,Side.blue,6.0,0.0,15976.0,0.0,9.0,1.222222222,5.0,14.0,,27589.0,1.0,29.0,122968,9585,TopLane_Jungle,Few
2421,12.0,4.0,Kassadin,Side.blue,7.0,7998.0,9761.0,7998.0,6.0,,19.0,15.0,17.0,27155.0,3.0,15.0,163267,16497,Other,Many
2422,4.0,14.0,Thresh,Side.red,19.0,156.0,822.0,156.0,4.0,5.0,1.0,13.0,28.0,13943.0,0.0,82.0,20789,8627,Other,Few
2423,4.0,12.0,TwistedFate,Side.red,1.0,313.0,361.0,313.0,4.0,0.75,2.0,10.0,14.0,9827.0,0.0,8.0,48075,5484,Other,Many
2424,11.0,4.0,LeeSin,Side.blue,3.0,0.0,6151.0,0.0,10.0,0.7,4.0,12.0,12.0,30969.0,0.0,14.0,116330,8067,TopLane_Jungle,Few
2425,4.0,12.0,Gragas,Side.blue,5.0,869.0,1188.0,869.0,7.0,1.428571429,5.0,,30.0,25670.0,1.0,15.0,95280,9940,TopLane_Jungle,Many
2426,1.0,4.0,Aphelios,Side.red,10.0,14290.0,15630.0,14290.0,6.0,3.333333333,10.0,14.0,17.0,14728.0,5.0,12.0,127725,13579,Other,Many
2427,12.0,4.0,Aatrox,Side.red,13.0,2756.0,10977.0,2756.0,7.0,3.0,8.0,,29.0,50653.0,0.0,12.0,148272,13371,TopLane_Jungle,Many
2428,4.0,12.0,Kassadin,Side.red,0.0,950.0,4261.0,950.0,3.0,0.333333333,1.0,14.0,14.0,23152.0,0.0,20.0,120721,8271,Other,Many
2429,12.0,4.0,Xerath,Side.red,16.0,2947.0,6656.0,2947.0,7.0,3.0,5.0,17.0,21.0,15535.0,0.0,25.0,165403,12759,Other,Many
2430,12.0,6.0,Gwen,,2.0,4300.0,9359.0,4300.0,2.0,4.5,7.0,14.0,3.0,17940.0,1.0,17.0,98429,9747,TopLane_Jungle,Many
2431,4.0,7.0,Jhin,Side.red,4.0,1547.0,2652.0,1547.0,2.0,5.5,7.0,12.0,9.0,9046.0,0.0,,106040,9286,Other,Many
2432,4.0,14.0,Teemo,Side.blue,11.0,6036.0,16914.0,6036.0,4.0,3.75,4.0,16.0,36.0,18498.0,4.0,42.0,126828,12984,TopLane_Jungle,Many
2433,4.0,,Leblanc,Side.blue,3.0,385.0,1048.0,385.0,6.0,1.166666667,4.0,14.0,14.0,17271.0,0.0,13.0,89701,8992,Other,Many
2434,4.0,14.0,Pyke,Side.red,16.0,183.0,183.0,183.0,3.0,7.0,5.0,15.0,15.0,20126.0,0.0,116.0,19423,10959,Other,Few
2435,4.0,12.0,Galio,Side.red,16.0,1786.0,2519.0,1786.0,5.0,4.2,5.0,16.0,40.0,26361.0,0.0,18.0,127225,11863,Other,Many
2436,14.0,4.0,Riven,Side.blue,12.0,4776.0,21007.0,4776.0,4.0,5.25,9.0,18.0,54.0,37592.0,3.0,60.0,283381,20045,Other,Many
2437,14.0,4.0,Sona,Side.blue,6.0,735.0,735.0,735.0,7.0,1.142857143,2.0,10.0,,13786.0,0.0,42.0,9059,6214,Other,Few
2438,4.0,12.0,Akshan,Side.blue,7.0,321.0,7089.0,321.0,9.0,1.777777778,,18.0,3.0,36717.0,0.0,41.0,258422,17577,TopLane_Jungle,Many
2439,14.0,4.0,Sona,Side.red,11.0,3497.0,4192.0,3497.0,2.0,8.0,5.0,11.0,9.0,8562.0,0.0,27.0,16455,7601,Other,Few
2440,12.0,4.0,Zilean,Side.blue,4.0,470.0,3055.0,470.0,,1.5,2.0,15.0,25.0,16101.0,0.0,6.0,129186,8887,TopLane_Jungle,Many
2441,4.0,12.0,Viktor,Side.blue,10.0,1849.0,11887.0,1849.0,7.0,2.0,4.0,15.0,8.0,17753.0,2.0,,134252,10867,Other,Many
2442,,7.0,Aphelios,Side.red,5.0,2481.0,6755.0,2481.0,7.0,0.857142857,1.0,13.0,16.0,18209.0,1.0,17.0,135062,10431,Other,Many
2443,3.0,4.0,Ezreal,Side.blue,9.0,7208.0,11338.0,7208.0,1.0,17.0,8.0,14.0,5.0,10712.0,3.0,23.0,151674,13166,Other,Many
2444,4.0,12.0,Vex,Side.blue,1.0,205.0,303.0,205.0,4.0,0.75,2.0,11.0,20.0,9879.0,1.0,16.0,70266,6625,Other,Many
2445,4.0,11.0,LeeSin,Side.blue,8.0,237.0,15812.0,,6.0,3.333333333,12.0,14.0,30.0,37176.0,1.0,21.0,126476,13252,TopLane_Jungle,Few
2446,14.0,,Nami,Side.blue,22.0,3287.0,4029.0,,6.0,4.333333333,4.0,15.0,34.0,,0.0,69.0,30929,11046,Other,Few
2447,12.0,4.0,Viktor,Side.red,5.0,485.0,3516.0,485.0,4.0,1.5,1.0,15.0,11.0,19718.0,0.0,23.0,159771,10525,Other,Many
2448,14.0,4.0,Sona,Side.blue,21.0,,2640.0,2640.0,2.0,12.0,3.0,12.0,4.0,7780.0,1.0,56.0,29343,8504,Other,Few
2449,4.0,3.0,Ezreal,Side.blue,6.0,1043.0,4089.0,1043.0,9.0,0.666666667,0.0,13.0,3.0,17842.0,0.0,,127798,9331,Other,Many
2450,14.0,4.0,Sona,Side.red,5.0,411.0,973.0,411.0,7.0,1.0,2.0,8.0,9.0,12812.0,0.0,35.0,15996,5486,Other,Few
2451,12.0,4.0,Irelia,Side.red,3.0,2604.0,4525.0,2604.0,12.0,1.166666667,11.0,16.0,19.0,38972.0,1.0,12.0,167478,15316,TopLane_Jungle,Many
2452,12.0,4.0,Illaoi,Side.red,1.0,4657.0,8905.0,4657.0,5.0,1.0,4.0,14.0,1.0,19092.0,2.0,9.0,123903,10054,TopLane_Jungle,Many
2453,6.0,,Olaf,,,0.0,7531.0,0.0,3.0,2.0,5.0,13.0,9.0,20181.0,0.0,17.0,122526,9393,TopLane_Jungle,Few
2454,4.0,7.0,Aphelios,Side.red,3.0,5014.0,5543.0,5014.0,,0.8,1.0,11.0,,,0.0,24.0,91003,8323,Other,Many
2455,3.0,4.0,Lucian,Side.red,9.0,4274.0,10883.0,4274.0,6.0,3.333333333,11.0,14.0,2.0,19221.0,1.0,15.0,146503,12661,Other,Many
2456,14.0,4.0,Rell,Side.red,24.0,404.0,922.0,404.0,6.0,4.0,0.0,13.0,53.0,18307.0,0.0,56.0,24957,7631,Other,Few
2457,3.0,14.0,Yuumi,Side.red,14.0,830.0,938.0,830.0,7.0,2.571428571,4.0,14.0,22.0,14898.0,0.0,81.0,14990,9786,Other,Few
2458,12.0,4.0,Kassadin,Side.blue,6.0,5755.0,5755.0,5755.0,4.0,,15.0,18.0,30.0,30517.0,4.0,25.0,145083,15659,Other,Many
2459,4.0,14.0,,Side.blue,11.0,0.0,436.0,0.0,14.0,0.7857142859999999,0.0,13.0,44.0,30094.0,0.0,48.0,17477,7472,Other,Few
2460,4.0,14.0,Zed,Side.blue,7.0,2541.0,2856.0,2541.0,,3.5,14.0,,8.0,20241.0,1.0,18.0,129410,13161,Other,Many
2461,4.0,11.0,Qiyana,Side.blue,10.0,1115.0,33537.0,1115.0,3.0,7.0,11.0,13.0,14.0,18303.0,2.0,21.0,141658,11113,TopLane_Jungle,Few
2462,12.0,14.0,Akali,Side.blue,3.0,1835.0,1835.0,1835.0,7.0,1.142857143,5.0,11.0,0.0,17087.0,2.0,6.0,53649,7566,Other,Few
2463,4.0,11.0,LeeSin,Side.red,,119.0,4847.0,119.0,7.0,1.714285714,6.0,13.0,13.0,30201.0,0.0,22.0,115424,9534,TopLane_Jungle,Few
2464,11.0,4.0,Qiyana,Side.blue,5.0,1705.0,23133.0,,3.0,8.666666667000001,21.0,17.0,22.0,29361.0,1.0,43.0,203079,17738,TopLane_Jungle,Few
2465,11.0,4.0,LeeSin,Side.blue,8.0,296.0,3598.0,296.0,10.0,1.5,7.0,14.0,20.0,39952.0,0.0,31.0,129054,11168,TopLane_Jungle,Few
2466,4.0,12.0,Azir,Side.blue,9.0,3067.0,7874.0,3067.0,9.0,1.4444444440000002,4.0,16.0,18.0,24578.0,1.0,37.0,180720,13115,Other,Many
2467,14.0,4.0,Pantheon,,12.0,1065.0,2560.0,1065.0,11.0,1.727272727,7.0,,24.0,32550.0,0.0,32.0,135077,12038,TopLane_Jungle,Many
2468,4.0,7.0,MissFortune,Side.red,0.0,702.0,702.0,702.0,7.0,0.0,0.0,11.0,5.0,11410.0,0.0,12.0,69224,6146,Other,Many
2469,14.0,4.0,Karma,Side.red,5.0,190.0,190.0,190.0,9.0,1.0,4.0,12.0,35.0,20844.0,,51.0,46805,8230,Other,Few
2470,14.0,4.0,Akali,Side.red,7.0,1385.0,5051.0,1385.0,6.0,3.666666667,15.0,16.0,3.0,25391.0,0.0,15.0,111976,14372,Other,Many
2471,4.0,12.0,,Side.blue,3.0,0.0,0.0,0.0,,1.4,4.0,13.0,20.0,,0.0,17.0,96498,8743,Other,Many
2472,12.0,6.0,Nasus,Side.red,3.0,2331.0,5438.0,2331.0,7.0,0.571428571,1.0,14.0,16.0,26126.0,1.0,17.0,142028,9764,TopLane_Jungle,Many
2473,12.0,4.0,Lux,Side.blue,8.0,3334.0,4516.0,3334.0,6.0,2.5,7.0,16.0,28.0,17978.0,4.0,20.0,147031,14546,Other,Many
2474,11.0,4.0,LeeSin,Side.blue,5.0,2717.0,23159.0,2717.0,2.0,7.5,10.0,12.0,8.0,14458.0,2.0,20.0,117708,9873,TopLane_Jungle,Few
2475,12.0,4.0,Ziggs,Side.red,1.0,14475.0,15349.0,14475.0,11.0,0.090909091,0.0,14.0,15.0,22169.0,2.0,11.0,163261,10219,Other,Many
2476,4.0,12.0,,Side.blue,14.0,1180.0,2287.0,1180.0,7.0,3.0,7.0,15.0,40.0,26225.0,0.0,11.0,80430,10297,TopLane_Jungle,Many
2477,14.0,4.0,Nami,Side.blue,15.0,642.0,2707.0,642.0,5.0,3.8,4.0,13.0,28.0,13826.0,0.0,71.0,18496,8788,Other,Few
2478,11.0,4.0,Rumble,Side.blue,15.0,1103.0,12551.0,1103.0,,7.0,6.0,14.0,11.0,20907.0,1.0,28.0,141267,11075,TopLane_Jungle,Few
2479,14.0,4.0,Rell,Side.blue,,311.0,311.0,311.0,4.0,1.5,0.0,9.0,17.0,7504.0,1.0,39.0,14628,5004,Other,Few
2480,12.0,4.0,Fiora,,10.0,12423.0,15765.0,12423.0,3.0,7.666666667,13.0,,16.0,24543.0,5.0,11.0,121187,14239,TopLane_Jungle,Many
2481,4.0,12.0,Syndra,Side.red,8.0,4380.0,12168.0,4380.0,5.0,2.6,5.0,18.0,25.0,16613.0,,34.0,242755,13970,Other,Many
2482,11.0,14.0,Talon,Side.blue,4.0,708.0,23097.0,708.0,2.0,8.0,,13.0,4.0,19123.0,0.0,31.0,152073,10935,TopLane_Jungle,Few
2483,4.0,11.0,Gragas,Side.blue,5.0,64.0,10345.0,64.0,12.0,0.666666667,3.0,13.0,22.0,33988.0,0.0,31.0,120073,9974,TopLane_Jungle,Few
2484,4.0,12.0,DrMundo,Side.red,3.0,1177.0,1559.0,1177.0,5.0,1.2,3.0,,17.0,23895.0,,33.0,91241,7624,TopLane_Jungle,Many
2485,4.0,7.0,Lucian,Side.blue,1.0,1379.0,1379.0,1379.0,6.0,0.5,2.0,11.0,0.0,13881.0,0.0,16.0,89993,7490,Other,Many
2486,6.0,4.0,Darius,Side.blue,4.0,3223.0,4337.0,3223.0,10.0,0.6,2.0,14.0,19.0,26922.0,1.0,15.0,110860,9834,TopLane_Jungle,Many
2487,4.0,14.0,Zed,Side.red,1.0,792.0,4171.0,792.0,1.0,6.0,5.0,12.0,,6240.0,0.0,13.0,66281,7046,Other,Many
2488,1.0,4.0,Xayah,Side.red,2.0,1601.0,1601.0,1601.0,,0.375,1.0,10.0,5.0,13222.0,0.0,14.0,55343,5995,Other,Many
2489,12.0,4.0,Ornn,Side.blue,6.0,0.0,0.0,0.0,6.0,1.333333333,2.0,12.0,26.0,18926.0,0.0,13.0,70205,6967,TopLane_Jungle,Many
2490,4.0,14.0,Lulu,Side.blue,10.0,1180.0,1611.0,1180.0,2.0,6.0,2.0,10.0,13.0,7346.0,0.0,52.0,12026,6520,Other,Few
2491,11.0,4.0,Rumble,Side.red,4.0,2122.0,10043.0,2122.0,,14.0,10.0,13.0,11.0,10458.0,1.0,14.0,132525,10222,TopLane_Jungle,Few
2492,4.0,14.0,Rakan,Side.blue,17.0,0.0,180.0,0.0,7.0,3.142857143,5.0,15.0,34.0,32433.0,0.0,98.0,25868,10028,Other,Few
2493,4.0,14.0,Leona,Side.blue,11.0,411.0,411.0,411.0,3.0,4.333333333,2.0,11.0,32.0,10531.0,0.0,71.0,14754,6559,Other,Few
2494,12.0,4.0,Singed,Side.blue,9.0,777.0,777.0,777.0,8.0,1.625,4.0,13.0,29.0,27611.0,1.0,24.0,96735,9966,TopLane_Jungle,Many
2495,4.0,12.0,Malphite,Side.red,0.0,478.0,478.0,478.0,10.0,0.0,0.0,7.0,,14191.0,,4.0,16874,3093,TopLane_Jungle,Few
2496,4.0,11.0,Viego,Side.blue,4.0,1017.0,13237.0,1017.0,4.0,3.75,11.0,9.0,14.0,17368.0,2.0,7.0,66790,8362,TopLane_Jungle,Few
2497,14.0,12.0,Gwen,Side.red,5.0,6196.0,24690.0,6196.0,,4.5,13.0,16.0,5.0,27301.0,,21.0,148638,14224,TopLane_Jungle,Many
2498,4.0,12.0,Lucian,Side.blue,,2625.0,4299.0,2625.0,8.0,2.125,13.0,14.0,4.0,20408.0,1.0,19.0,123511,13054,TopLane_Jungle,Many
2499,4.0,14.0,Akali,Side.blue,,2059.0,4064.0,,5.0,3.2,13.0,13.0,1.0,17158.0,1.0,15.0,92428,12936,Other,Many
2500,12.0,4.0,Irelia,Side.red,5.0,6538.0,24859.0,6538.0,5.0,2.4,7.0,15.0,8.0,,2.0,22.0,153008,12776,TopLane_Jungle,Many
2501,11.0,,,,18.0,0.0,7763.0,0.0,12.0,2.0,6.0,15.0,29.0,39254.0,0.0,34.0,104130,10610,TopLane_Jungle,Few
2502,4.0,14.0,Nidalee,Side.red,1.0,0.0,2508.0,0.0,10.0,0.4,3.0,11.0,0.0,21815.0,0.0,22.0,66305,6799,Other,Many
2503,4.0,12.0,Irelia,Side.red,3.0,0.0,5722.0,0.0,12.0,0.583333333,4.0,15.0,16.0,32490.0,0.0,25.0,153692,11768,TopLane_Jungle,Many
2504,4.0,12.0,Syndra,Side.blue,11.0,6066.0,8903.0,6066.0,,4.5,7.0,16.0,25.0,,2.0,23.0,155331,13709,Other,Many
2505,4.0,14.0,Annie,Side.red,8.0,687.0,3901.0,687.0,5.0,2.6,5.0,16.0,26.0,15387.0,1.0,23.0,113501,10851,Other,Many
2506,4.0,14.0,Blitzcrank,Side.blue,10.0,692.0,5720.0,692.0,1.0,13.0,3.0,11.0,,7268.0,1.0,48.0,25397,7048,Other,Few
2507,4.0,14.0,Leona,Side.red,11.0,,0.0,,10.0,1.1,0.0,11.0,55.0,17133.0,0.0,55.0,14096,6222,Other,Few
2508,4.0,12.0,Yone,Side.blue,5.0,5635.0,17773.0,5635.0,3.0,5.333333333,11.0,16.0,14.0,20960.0,3.0,28.0,195443,14188,Other,Many
2509,4.0,7.0,Aphelios,Side.blue,10.0,2866.0,5093.0,2866.0,10.0,1.3,3.0,13.0,10.0,19168.0,1.0,29.0,106277,10538,Other,Many
2510,4.0,3.0,Karthus,Side.blue,5.0,968.0,13987.0,968.0,9.0,1.0,4.0,15.0,28.0,25132.0,0.0,22.0,177491,12194,Other,Many
2511,4.0,14.0,Nami,Side.blue,14.0,774.0,1233.0,774.0,6.0,2.333333333,0.0,12.0,30.0,11827.0,0.0,65.0,12187,6498,Other,Few
2512,4.0,11.0,Karthus,Side.blue,15.0,211.0,14024.0,211.0,10.0,,7.0,14.0,20.0,26801.0,0.0,32.0,152759,11044,TopLane_Jungle,Few
2513,4.0,11.0,Jax,Side.blue,9.0,759.0,17200.0,,,,7.0,12.0,,14268.0,1.0,19.0,107065,9673,TopLane_Jungle,Few
2514,4.0,12.0,Gragas,Side.red,5.0,3833.0,7517.0,3833.0,9.0,1.222222222,,17.0,54.0,36755.0,2.0,54.0,187057,14115,TopLane_Jungle,Many
2515,4.0,1.0,Lucian,Side.red,14.0,3295.0,7423.0,3295.0,9.0,2.444444444,8.0,14.0,1.0,21702.0,0.0,13.0,96372,12158,Other,Many
2516,3.0,,MissFortune,Side.red,12.0,,19245.0,13348.0,6.0,3.333333333,8.0,16.0,8.0,23855.0,4.0,46.0,155995,14589,Other,Many
2517,4.0,,Viego,Side.blue,,2204.0,32181.0,2204.0,6.0,5.5,21.0,17.0,23.0,35049.0,,46.0,196843,17746,TopLane_Jungle,Few
2518,4.0,,Qiyana,Side.red,1.0,0.0,3423.0,0.0,7.0,0.7142857140000001,4.0,13.0,,21673.0,0.0,19.0,117971,9081,Other,Many
2519,4.0,11.0,JarvanIV,Side.blue,17.0,1516.0,7562.0,1516.0,4.0,,4.0,14.0,35.0,36697.0,2.0,42.0,119649,10926,TopLane_Jungle,Few
2520,4.0,14.0,Teemo,Side.red,3.0,1017.0,16311.0,1017.0,6.0,0.833333333,2.0,17.0,29.0,22777.0,0.0,31.0,181789,11843,TopLane_Jungle,Many
2521,,4.0,Karma,Side.red,7.0,1372.0,4640.0,1372.0,8.0,1.125,2.0,11.0,30.0,18078.0,0.0,70.0,32321,7176,Other,Few
2522,4.0,14.0,Rakan,Side.blue,12.0,0.0,278.0,0.0,11.0,1.090909091,0.0,,22.0,17873.0,0.0,76.0,16045,6413,Other,Few
2523,12.0,14.0,Katarina,Side.blue,7.0,4574.0,10843.0,4574.0,5.0,3.4,10.0,15.0,0.0,18857.0,2.0,22.0,145416,13574,Other,Many
2524,4.0,14.0,,Side.red,19.0,228.0,912.0,,12.0,1.583333333,0.0,14.0,64.0,27946.0,0.0,91.0,24005,8920,Other,Few
2525,4.0,12.0,Ryze,Side.red,8.0,4543.0,7531.0,4543.0,4.0,3.5,6.0,16.0,29.0,22672.0,1.0,,208983,12294,Other,Many
2526,4.0,12.0,Ekko,Side.red,6.0,9749.0,16481.0,9749.0,3.0,5.666666667,11.0,16.0,7.0,17125.0,1.0,,152466,13801,Other,Many
2527,4.0,11.0,Viego,Side.blue,9.0,1499.0,16894.0,1499.0,5.0,3.8,10.0,,25.0,31956.0,1.0,17.0,106896,13102,TopLane_Jungle,Few
2528,14.0,4.0,Rakan,Side.red,10.0,1402.0,5187.0,1402.0,0.0,10.0,0.0,9.0,8.0,,0.0,28.0,10623,4702,Other,Few
2529,4.0,12.0,Irelia,Side.blue,8.0,11555.0,13394.0,11555.0,,3.75,7.0,13.0,8.0,22519.0,3.0,13.0,126910,11871,TopLane_Jungle,Many
2530,4.0,12.0,Riven,Side.red,6.0,8892.0,15321.0,,,9.5,13.0,15.0,31.0,17314.0,4.0,,181812,15229,TopLane_Jungle,Many
2531,12.0,6.0,TahmKench,Side.blue,3.0,588.0,3110.0,588.0,2.0,4.0,5.0,12.0,33.0,22422.0,0.0,16.0,45894,6865,TopLane_Jungle,Few
2532,4.0,11.0,Talon,Side.red,6.0,0.0,,0.0,9.0,0.8888888890000001,2.0,14.0,,29483.0,0.0,25.0,160914,10515,TopLane_Jungle,Few
2533,14.0,12.0,Gwen,Side.blue,12.0,6335.0,6893.0,6335.0,8.0,1.75,2.0,18.0,12.0,64310.0,1.0,40.0,242855,15916,TopLane_Jungle,Many
2534,6.0,11.0,Hecarim,Side.blue,3.0,0.0,7633.0,,9.0,0.8888888890000001,5.0,12.0,16.0,35641.0,0.0,15.0,105180,8610,TopLane_Jungle,Few
2535,4.0,7.0,,Side.blue,6.0,7891.0,13002.0,7891.0,3.0,3.333333333,4.0,14.0,7.0,16735.0,,25.0,149516,11305,Other,Many
2536,4.0,14.0,TwistedFate,Side.blue,7.0,978.0,1196.0,978.0,7.0,2.142857143,8.0,,50.0,22273.0,0.0,23.0,110039,11065,Other,Many
2537,14.0,4.0,Morgana,Side.red,17.0,,508.0,318.0,3.0,6.666666667,3.0,12.0,53.0,11061.0,0.0,45.0,30954,8499,Other,Few
2538,11.0,4.0,Kayn,Side.blue,9.0,654.0,30154.0,654.0,8.0,2.75,13.0,17.0,9.0,39948.0,1.0,36.0,231761,15184,TopLane_Jungle,Few
2539,3.0,4.0,Ezreal,Side.red,6.0,3000.0,5625.0,3000.0,7.0,1.571428571,5.0,14.0,6.0,20049.0,0.0,18.0,137039,11793,Other,Many
2540,11.0,4.0,Gragas,Side.red,8.0,1591.0,18426.0,1591.0,4.0,5.25,13.0,15.0,,26139.0,1.0,20.0,169506,12479,TopLane_Jungle,Few
2541,4.0,12.0,Irelia,Side.red,0.0,1919.0,3014.0,1919.0,5.0,0.8,4.0,13.0,7.0,15150.0,2.0,12.0,122690,9666,TopLane_Jungle,Many
2542,4.0,14.0,Leona,Side.blue,10.0,0.0,720.0,0.0,4.0,3.25,3.0,12.0,34.0,13957.0,0.0,37.0,15379,6884,Other,Few
2543,11.0,4.0,Graves,Side.red,9.0,3744.0,26740.0,3744.0,5.0,4.0,11.0,17.0,24.0,31650.0,1.0,50.0,231453,15858,TopLane_Jungle,Few
2544,4.0,3.0,Rakan,Side.red,20.0,1295.0,1339.0,1295.0,2.0,11.0,2.0,13.0,33.0,10885.0,1.0,81.0,29161,8704,Other,Few
2545,11.0,4.0,Zed,Side.red,5.0,386.0,23379.0,,3.0,4.666666667,9.0,,4.0,16511.0,0.0,20.0,116296,9292,TopLane_Jungle,Few
2546,14.0,4.0,Zed,Side.red,1.0,3917.0,10002.0,,4.0,1.75,6.0,15.0,3.0,13508.0,3.0,11.0,138621,12004,Other,Many
2547,4.0,3.0,,Side.red,0.0,1085.0,1085.0,1085.0,8.0,0.5,4.0,9.0,7.0,11551.0,0.0,9.0,46415,6097,Other,Few
2548,4.0,14.0,Blitzcrank,Side.blue,15.0,93.0,1088.0,93.0,12.0,1.5,3.0,12.0,38.0,26853.0,0.0,73.0,21012,8379,Other,Few
2549,12.0,4.0,Lucian,Side.red,,2841.0,19026.0,2841.0,10.0,1.0,,15.0,3.0,23013.0,1.0,39.0,188540,13405,TopLane_Jungle,Many
2550,12.0,4.0,Irelia,Side.red,11.0,4895.0,8836.0,4895.0,8.0,2.75,11.0,18.0,15.0,44927.0,3.0,12.0,181837,16132,TopLane_Jungle,Many
2551,4.0,11.0,LeeSin,Side.red,11.0,1372.0,26390.0,1372.0,3.0,6.333333333,8.0,13.0,22.0,24031.0,2.0,,129392,10479,TopLane_Jungle,Few
2552,4.0,12.0,Riven,Side.blue,1.0,611.0,3596.0,611.0,8.0,0.125,0.0,14.0,19.0,19873.0,0.0,21.0,98687,8164,TopLane_Jungle,Many
2553,7.0,4.0,Jhin,Side.blue,1.0,0.0,419.0,0.0,6.0,0.166666667,0.0,10.0,5.0,14733.0,0.0,11.0,73528,6167,Other,Many
2554,4.0,12.0,Graves,Side.blue,10.0,5387.0,,5387.0,4.0,2.75,1.0,14.0,8.0,,2.0,16.0,114692,10235,Other,Many
2555,,,XinZhao,Side.red,7.0,5877.0,31924.0,,4.0,4.75,12.0,,35.0,45250.0,3.0,40.0,225629,16754,TopLane_Jungle,Few
2556,4.0,7.0,Jinx,Side.red,11.0,7453.0,33481.0,7453.0,2.0,9.0,,18.0,15.0,23326.0,1.0,55.0,285306,16356,Other,Many
2557,4.0,7.0,Xayah,Side.blue,5.0,1102.0,3880.0,1102.0,6.0,1.333333333,3.0,13.0,3.0,16923.0,0.0,16.0,105542,9313,Other,Many
2558,4.0,14.0,Lulu,Side.red,8.0,0.0,606.0,0.0,4.0,2.25,1.0,11.0,,7833.0,0.0,75.0,9062,7674,Other,Few
2559,14.0,11.0,Talon,Side.blue,3.0,0.0,7556.0,0.0,,0.875,4.0,12.0,3.0,22691.0,0.0,24.0,106035,8675,TopLane_Jungle,Few
2560,4.0,12.0,,Side.red,10.0,6234.0,10763.0,6234.0,3.0,5.0,,15.0,20.0,10742.0,1.0,36.0,143798,12178,Other,Many
2561,4.0,14.0,Lulu,Side.red,16.0,1522.0,2942.0,1522.0,4.0,4.5,2.0,14.0,40.0,15740.0,1.0,73.0,20750,8683,Other,Few
