,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
0,14.0,4.0,Leona,Side.blue,9.0,0.0,63.0,0.0,9.0,,1.0,11.0,39.0,17876.0,0.0,59.0,13802,5933,Other,Few
1,1.0,4.0,Ashe,Side.red,,4885.0,9190.0,4885.0,5.0,2.0,3.0,14.0,26.0,17148.0,3.0,24.0,84282,10168,Other,Many
2,4.0,12.0,,Side.blue,13.0,1871.0,,1871.0,7.0,3.571428571,12.0,14.0,34.0,26211.0,1.0,29.0,109405,12038,Other,Many
3,4.0,11.0,Nunu,Side.red,6.0,0.0,4920.0,0.0,6.0,1.5,3.0,12.0,21.0,22136.0,0.0,29.0,109911,7570,TopLane_Jungle,Few
4,4.0,14.0,Nautilus,Side.blue,2.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,14.0,6680.0,0.0,20.0,17853,4377,Other,Few
5,4.0,12.0,Graves,Side.blue,9.0,5749.0,15015.0,5749.0,9.0,1.5555555559999998,5.0,,20.0,25928.0,2.0,19.0,180588,13221,Other,Many
6,4.0,14.0,Lulu,Side.red,19.0,720.0,3379.0,720.0,9.0,2.222222222,,12.0,33.0,15711.0,0.0,59.0,18443,8140,Other,Few
7,14.0,12.0,Akali,Side.blue,6.0,0.0,0.0,0.0,5.0,2.8,8.0,,2.0,14934.0,0.0,14.0,61170,8522,Other,Many
8,6.0,,Hecarim,Side.blue,2.0,0.0,2971.0,0.0,4.0,0.5,0.0,9.0,7.0,14499.0,0.0,12.0,72549,4876,TopLane_Jungle,Few
9,4.0,11.0,Kindred,Side.red,6.0,,20655.0,451.0,5.0,1.6,2.0,12.0,2.0,19406.0,1.0,24.0,116340,8484,TopLane_Jungle,Few
10,12.0,4.0,Poppy,Side.red,8.0,4944.0,7334.0,4944.0,6.0,2.0,4.0,15.0,35.0,21993.0,1.0,22.0,96700,9861,TopLane_Jungle,Many
11,,4.0,Karma,Side.red,,,2338.0,802.0,3.0,4.333333333,1.0,11.0,21.0,,0.0,47.0,17182,6639,Other,Few
12,14.0,12.0,Gwen,Side.blue,6.0,6202.0,15216.0,6202.0,7.0,3.0,15.0,18.0,12.0,51957.0,2.0,45.0,261314,18542,TopLane_Jungle,Many
13,3.0,4.0,Senna,Side.blue,16.0,1826.0,14087.0,1826.0,10.0,2.3,7.0,16.0,26.0,27102.0,1.0,,89787,13272,Other,Few
14,14.0,4.0,Nami,Side.red,14.0,176.0,506.0,176.0,8.0,1.875,1.0,13.0,27.0,16891.0,1.0,48.0,11210,7744,Other,Few
15,,12.0,TahmKench,Side.blue,12.0,5225.0,9160.0,5225.0,4.0,3.5,2.0,15.0,27.0,29067.0,2.0,15.0,83365,9933,TopLane_Jungle,Many
16,7.0,4.0,Seraphine,Side.red,,2131.0,3229.0,2131.0,3.0,,4.0,13.0,19.0,9448.0,1.0,14.0,81191,9867,Other,Many
17,12.0,4.0,Malzahar,Side.blue,12.0,4221.0,19241.0,4221.0,5.0,3.0,3.0,15.0,57.0,14700.0,2.0,28.0,129984,11244,Other,Many
18,4.0,11.0,LeeSin,Side.blue,11.0,658.0,31718.0,658.0,8.0,2.875,12.0,17.0,,44497.0,1.0,44.0,185256,14825,TopLane_Jungle,Few
19,6.0,11.0,Hecarim,Side.blue,11.0,764.0,9590.0,764.0,4.0,5.0,9.0,16.0,13.0,42154.0,1.0,,170661,12995,TopLane_Jungle,Few
20,7.0,4.0,Vayne,Side.red,6.0,,9920.0,4779.0,7.0,2.428571429,11.0,16.0,5.0,23880.0,2.0,10.0,156078,14909,Other,Many
21,4.0,12.0,Sylas,Side.red,3.0,607.0,3669.0,607.0,6.0,1.166666667,4.0,14.0,15.0,24070.0,0.0,19.0,80715,9110,Other,Many
22,,12.0,Poppy,Side.red,8.0,3059.0,6687.0,,,6.5,5.0,15.0,25.0,24368.0,2.0,12.0,127963,11566,TopLane_Jungle,Many
23,4.0,14.0,Teemo,Side.red,2.0,1785.0,4074.0,1785.0,6.0,1.166666667,5.0,14.0,28.0,16619.0,0.0,28.0,104181,9875,TopLane_Jungle,Many
24,12.0,14.0,Qiyana,Side.red,5.0,0.0,0.0,0.0,7.0,1.714285714,7.0,15.0,,,0.0,18.0,114217,10141,TopLane_Jungle,Many
25,12.0,4.0,Shen,Side.red,5.0,0.0,0.0,0.0,5.0,1.0,0.0,,17.0,17974.0,0.0,8.0,42550,5661,TopLane_Jungle,Few
26,4.0,7.0,Jhin,Side.blue,19.0,9231.0,17396.0,9231.0,7.0,,13.0,16.0,26.0,29049.0,2.0,,211453,16450,Other,Many
27,4.0,14.0,Pyke,,10.0,0.0,0.0,0.0,13.0,,5.0,11.0,17.0,21965.0,0.0,58.0,18173,9266,Other,Few
28,4.0,14.0,Teemo,Side.blue,5.0,,2080.0,0.0,14.0,0.571428571,3.0,13.0,58.0,27711.0,0.0,44.0,40183,8495,Other,Few
29,4.0,3.0,Lux,Side.blue,4.0,0.0,0.0,0.0,2.0,4.5,5.0,9.0,22.0,3100.0,0.0,35.0,15186,5844,Other,Few
30,4.0,12.0,Akali,Side.red,,5697.0,7111.0,5697.0,11.0,2.454545455,19.0,18.0,4.0,29539.0,2.0,18.0,174788,17567,Other,Many
31,6.0,11.0,Hecarim,Side.blue,8.0,0.0,11984.0,0.0,3.0,3.666666667,3.0,,15.0,25669.0,0.0,25.0,117131,8401,TopLane_Jungle,Few
32,4.0,11.0,Viego,Side.red,5.0,190.0,22952.0,190.0,11.0,1.454545455,11.0,17.0,19.0,41363.0,0.0,50.0,206885,15530,TopLane_Jungle,Few
33,4.0,14.0,Teemo,Side.red,7.0,5327.0,9044.0,5327.0,7.0,1.714285714,5.0,15.0,37.0,16791.0,1.0,,112490,11004,Other,Many
34,4.0,12.0,Viktor,Side.red,2.0,961.0,961.0,961.0,8.0,0.625,3.0,14.0,9.0,19270.0,1.0,19.0,124589,9966,Other,Many
35,4.0,21.0,Jhin,Side.blue,14.0,6333.0,9153.0,6333.0,1.0,18.0,4.0,15.0,,21499.0,3.0,39.0,192923,13728,Other,Many
36,4.0,12.0,Zoe,Side.blue,9.0,4677.0,5728.0,4677.0,5.0,2.4,3.0,14.0,,15576.0,2.0,23.0,93372,10798,Other,Many
37,7.0,4.0,Jinx,Side.blue,8.0,5197.0,25521.0,5197.0,9.0,2.888888889,18.0,17.0,23.0,34897.0,3.0,37.0,246292,19503,Other,Many
38,14.0,11.0,Talon,Side.blue,7.0,1678.0,24886.0,1678.0,,2.8,7.0,15.0,,24923.0,1.0,16.0,196128,11517,TopLane_Jungle,Few
39,4.0,12.0,Graves,Side.red,4.0,749.0,749.0,749.0,8.0,0.75,2.0,10.0,7.0,17365.0,0.0,9.0,67284,7238,Other,Many
40,11.0,6.0,Hecarim,Side.blue,10.0,2682.0,31724.0,2682.0,1.0,20.0,10.0,15.0,20.0,,3.0,21.0,166447,11051,TopLane_Jungle,Few
41,,4.0,Zilean,Side.red,16.0,0.0,915.0,0.0,,3.333333333,4.0,16.0,53.0,21881.0,0.0,35.0,104884,9304,TopLane_Jungle,Many
42,12.0,4.0,Graves,Side.blue,3.0,2723.0,4673.0,2723.0,9.0,1.111111111,7.0,13.0,15.0,24619.0,1.0,25.0,120481,11469,TopLane_Jungle,Many
43,4.0,14.0,Nami,Side.blue,21.0,3425.0,3425.0,3425.0,3.0,8.666666667000001,5.0,13.0,28.0,8402.0,1.0,40.0,22076,9082,Other,Few
44,7.0,4.0,Jhin,Side.red,18.0,7290.0,13293.0,7290.0,3.0,9.666666667,11.0,17.0,34.0,16586.0,2.0,18.0,223011,16420,Other,Many
45,4.0,7.0,Jhin,Side.red,8.0,4612.0,14801.0,4612.0,2.0,7.0,6.0,17.0,26.0,14718.0,3.0,28.0,230696,14580,Other,Many
46,,4.0,Zed,Side.blue,1.0,0.0,1940.0,,,1.333333333,7.0,11.0,2.0,17325.0,,12.0,69511,7791,TopLane_Jungle,Few
47,4.0,12.0,Syndra,Side.blue,2.0,244.0,592.0,244.0,6.0,1.166666667,5.0,13.0,23.0,,0.0,11.0,110560,9830,Other,Many
48,12.0,14.0,Akali,Side.red,4.0,345.0,345.0,,6.0,1.5,5.0,13.0,2.0,28600.0,0.0,21.0,92829,9372,Other,Many
49,12.0,4.0,,Side.blue,3.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,13.0,8946.0,0.0,14.0,55658,5778,TopLane_Jungle,Many
50,4.0,3.0,Jinx,Side.blue,7.0,,22958.0,11970.0,6.0,3.5,14.0,15.0,13.0,18952.0,6.0,26.0,167771,15094,Other,Many
51,4.0,3.0,Sylas,Side.red,5.0,688.0,1923.0,688.0,6.0,1.166666667,2.0,13.0,9.0,19239.0,0.0,18.0,100546,8139,Other,Many
52,4.0,1.0,Aphelios,Side.red,4.0,836.0,2837.0,,5.0,1.8,5.0,11.0,12.0,15116.0,0.0,21.0,102294,9208,Other,Many
53,12.0,4.0,Zilean,Side.blue,17.0,1454.0,1454.0,1454.0,2.0,11.0,5.0,16.0,42.0,18755.0,0.0,27.0,111012,10929,TopLane_Jungle,Many
54,4.0,11.0,LeeSin,Side.red,11.0,2906.0,33484.0,2906.0,4.0,5.75,12.0,15.0,17.0,39287.0,3.0,35.0,150977,15133,TopLane_Jungle,Few
55,4.0,11.0,LeeSin,Side.red,19.0,4715.0,38259.0,4715.0,2.0,12.0,5.0,16.0,19.0,39593.0,1.0,30.0,174352,13282,TopLane_Jungle,Few
56,7.0,4.0,Lulu,Side.red,3.0,453.0,841.0,453.0,3.0,1.0,0.0,8.0,14.0,6970.0,0.0,39.0,7136,4226,Other,Few
57,4.0,14.0,TwistedFate,Side.blue,9.0,0.0,3272.0,0.0,8.0,1.75,5.0,14.0,47.0,23839.0,0.0,27.0,102544,11560,Other,Many
58,4.0,12.0,Irelia,Side.blue,5.0,4914.0,8587.0,4914.0,12.0,0.833333333,5.0,18.0,17.0,40299.0,2.0,26.0,213012,15980,TopLane_Jungle,Many
59,4.0,12.0,Ziggs,Side.red,13.0,5758.0,9251.0,5758.0,13.0,1.307692308,4.0,17.0,36.0,38555.0,1.0,29.0,198906,13678,Other,Many
60,11.0,4.0,LeeSin,Side.blue,9.0,2238.0,34240.0,2238.0,3.0,5.666666667,8.0,14.0,17.0,23496.0,4.0,30.0,131333,11599,TopLane_Jungle,Few
61,4.0,14.0,Riven,Side.blue,3.0,,4899.0,4014.0,3.0,2.333333333,4.0,,29.0,26317.0,0.0,23.0,159236,12443,TopLane_Jungle,Many
62,3.0,4.0,Akshan,Side.blue,,1622.0,1778.0,1622.0,,0.7894736840000001,9.0,17.0,3.0,34160.0,0.0,42.0,201044,15133,Other,Many
63,4.0,14.0,Leblanc,Side.red,,1189.0,1189.0,1189.0,0.0,14.0,6.0,11.0,17.0,7818.0,0.0,17.0,60425,7561,Other,Many
64,4.0,11.0,Graves,Side.red,5.0,0.0,4974.0,0.0,7.0,2.142857143,10.0,17.0,29.0,33104.0,0.0,27.0,238434,14891,TopLane_Jungle,Few
65,11.0,4.0,JarvanIV,Side.blue,9.0,979.0,6980.0,979.0,0.0,12.0,3.0,12.0,9.0,11136.0,0.0,25.0,85156,7480,TopLane_Jungle,Few
66,4.0,12.0,Fiora,Side.red,2.0,,8365.0,8365.0,8.0,0.625,3.0,14.0,8.0,31867.0,2.0,6.0,100278,9314,TopLane_Jungle,Many
67,4.0,12.0,Ornn,Side.blue,5.0,1108.0,2607.0,1108.0,7.0,1.142857143,3.0,14.0,34.0,22619.0,0.0,14.0,94230,9963,TopLane_Jungle,Many
68,4.0,7.0,Jhin,Side.blue,12.0,,8678.0,2832.0,5.0,3.6,6.0,14.0,20.0,19676.0,1.0,19.0,150959,12357,Other,Many
69,4.0,7.0,Jhin,Side.blue,15.0,7351.0,25877.0,7351.0,3.0,8.0,9.0,18.0,49.0,21843.0,3.0,26.0,287914,17602,Other,Many
70,4.0,14.0,Thresh,Side.red,24.0,113.0,1104.0,113.0,10.0,,1.0,15.0,46.0,17935.0,0.0,54.0,18677,8443,Other,Few
71,14.0,4.0,Pantheon,Side.red,16.0,1900.0,3997.0,1900.0,7.0,3.571428571,,13.0,27.0,21939.0,1.0,39.0,69734,11178,Other,Few
72,4.0,12.0,Graves,Side.red,2.0,6937.0,14759.0,6937.0,1.0,21.0,19.0,15.0,14.0,13571.0,2.0,27.0,209512,17002,Other,Many
73,4.0,14.0,Teemo,Side.red,12.0,3058.0,10428.0,3058.0,9.0,2.222222222,8.0,17.0,59.0,28087.0,2.0,44.0,204588,15407,TopLane_Jungle,Many
74,12.0,4.0,Fiora,Side.red,6.0,10988.0,21204.0,10988.0,4.0,3.75,9.0,18.0,,38105.0,4.0,41.0,168941,15167,TopLane_Jungle,Many
75,12.0,4.0,Viktor,Side.red,0.0,485.0,485.0,485.0,,0.142857143,1.0,11.0,11.0,13514.0,0.0,11.0,57398,5569,Other,Many
76,4.0,11.0,Graves,Side.blue,7.0,,25840.0,186.0,9.0,2.111111111,12.0,15.0,22.0,26031.0,0.0,26.0,173668,12927,TopLane_Jungle,Few
77,4.0,11.0,Viego,Side.red,7.0,3408.0,41779.0,3408.0,2.0,8.0,,17.0,11.0,22168.0,0.0,26.0,211334,14641,TopLane_Jungle,Few
78,12.0,4.0,TwistedFate,Side.blue,4.0,578.0,707.0,578.0,5.0,1.4,3.0,12.0,36.0,14928.0,0.0,15.0,91164,8050,Other,Many
79,4.0,,Aphelios,Side.red,4.0,7018.0,20564.0,7018.0,6.0,1.0,2.0,15.0,11.0,19572.0,3.0,36.0,161013,13271,Other,Many
80,4.0,14.0,Galio,Side.blue,20.0,814.0,814.0,814.0,7.0,3.571428571,5.0,14.0,57.0,28729.0,0.0,84.0,45953,9743,Other,Few
81,11.0,4.0,Viego,Side.red,6.0,0.0,33340.0,0.0,3.0,5.666666667,11.0,13.0,14.0,21276.0,0.0,29.0,143264,10161,TopLane_Jungle,Few
82,4.0,14.0,Lissandra,Side.red,10.0,4305.0,6235.0,4305.0,2.0,8.5,7.0,14.0,25.0,11574.0,0.0,23.0,104347,10693,Other,Many
83,7.0,4.0,Sivir,Side.blue,6.0,0.0,1284.0,0.0,6.0,1.5,3.0,16.0,0.0,18933.0,0.0,13.0,186506,12991,Other,Many
84,4.0,3.0,Karthus,Side.red,0.0,87.0,657.0,87.0,6.0,0.0,,13.0,13.0,10549.0,0.0,11.0,100572,6961,Other,Many
85,4.0,11.0,Viego,Side.blue,11.0,306.0,45677.0,306.0,9.0,2.444444444,11.0,,26.0,,2.0,47.0,256923,17691,TopLane_Jungle,Few
86,14.0,4.0,Brand,Side.red,8.0,1806.0,10224.0,1806.0,7.0,2.142857143,7.0,13.0,9.0,12995.0,0.0,71.0,69624,10209,Other,Few
87,4.0,12.0,DrMundo,Side.blue,9.0,9188.0,13996.0,9188.0,,3.25,4.0,16.0,18.0,28928.0,2.0,23.0,147966,12002,TopLane_Jungle,Many
88,12.0,4.0,,Side.red,3.0,0.0,,0.0,,0.666666667,3.0,11.0,12.0,15089.0,0.0,9.0,64102,7779,Other,Many
89,7.0,4.0,Ashe,Side.blue,16.0,3841.0,13370.0,3841.0,6.0,2.666666667,0.0,16.0,,16156.0,2.0,34.0,121141,10870,Other,Many
90,4.0,12.0,Galio,Side.red,20.0,3243.0,8839.0,3243.0,6.0,4.5,7.0,17.0,55.0,36265.0,0.0,43.0,189427,15149,Other,Many
91,4.0,7.0,Sona,Side.red,5.0,1897.0,3317.0,1897.0,4.0,1.75,2.0,12.0,11.0,10520.0,0.0,50.0,15935,7121,Other,Few
92,4.0,11.0,Nunu,Side.red,7.0,,7671.0,0.0,6.0,1.333333333,1.0,13.0,19.0,28665.0,0.0,28.0,110665,7812,TopLane_Jungle,Few
93,11.0,4.0,JarvanIV,Side.red,0.0,526.0,16896.0,526.0,3.0,0.333333333,1.0,,3.0,16138.0,0.0,19.0,122031,7041,TopLane_Jungle,Few
94,14.0,12.0,Jax,Side.blue,7.0,6620.0,13347.0,6620.0,2.0,5.5,4.0,15.0,9.0,20539.0,2.0,13.0,121519,11037,TopLane_Jungle,Many
95,4.0,14.0,Braum,Side.red,15.0,246.0,,246.0,3.0,5.333333333,1.0,14.0,30.0,15219.0,0.0,76.0,24225,7895,Other,Few
96,4.0,1.0,,Side.red,8.0,2605.0,5667.0,2605.0,6.0,2.166666667,5.0,15.0,,,0.0,23.0,161253,16060,Other,Many
97,4.0,14.0,Rakan,Side.red,11.0,466.0,466.0,466.0,3.0,4.333333333,2.0,8.0,,5557.0,0.0,29.0,11623,5506,Other,Few
98,4.0,11.0,Zed,Side.blue,11.0,1860.0,14420.0,1860.0,5.0,3.6,7.0,16.0,3.0,24193.0,1.0,33.0,174244,12497,TopLane_Jungle,Few
99,12.0,4.0,Gragas,Side.blue,5.0,,6854.0,1671.0,7.0,1.428571429,5.0,17.0,44.0,42563.0,1.0,11.0,233375,13720,TopLane_Jungle,Many
100,4.0,14.0,Karma,Side.blue,10.0,777.0,777.0,777.0,9.0,1.111111111,0.0,,15.0,12110.0,0.0,38.0,11642,5611,Other,Few
101,4.0,11.0,Trundle,Side.blue,5.0,133.0,20390.0,133.0,7.0,1.0,2.0,13.0,23.0,31011.0,,23.0,104619,8335,TopLane_Jungle,Few
102,4.0,,Akshan,Side.blue,2.0,1208.0,5011.0,1208.0,3.0,1.333333333,2.0,11.0,0.0,10293.0,0.0,25.0,79077,7056,Other,Many
103,4.0,14.0,Alistar,Side.blue,9.0,343.0,343.0,343.0,8.0,1.625,4.0,12.0,45.0,21577.0,0.0,100.0,19457,9270,Other,Few
104,4.0,14.0,Karma,Side.blue,19.0,2376.0,,2376.0,9.0,2.333333333,2.0,15.0,34.0,19551.0,1.0,89.0,43180,9917,Other,Few
105,11.0,4.0,Rengar,Side.blue,5.0,1336.0,17149.0,1336.0,3.0,4.0,7.0,11.0,5.0,15114.0,1.0,22.0,89865,7710,TopLane_Jungle,Few
106,4.0,,Yasuo,Side.red,3.0,6207.0,6468.0,6207.0,3.0,2.0,3.0,14.0,18.0,,2.0,14.0,126754,9688,TopLane_Jungle,Many
107,,14.0,,Side.blue,15.0,1226.0,1768.0,1226.0,1.0,16.0,1.0,10.0,26.0,7774.0,1.0,41.0,18999,6711,Other,Few
108,11.0,4.0,LeeSin,Side.red,5.0,1023.0,19475.0,1023.0,2.0,6.5,8.0,12.0,,18479.0,1.0,19.0,111244,9866,TopLane_Jungle,Few
109,4.0,3.0,Lulu,,7.0,490.0,490.0,490.0,6.0,1.166666667,0.0,10.0,19.0,9758.0,0.0,38.0,10935,5267,Other,Few
110,4.0,7.0,Twitch,Side.red,8.0,2740.0,2740.0,2740.0,6.0,2.333333333,6.0,12.0,8.0,19228.0,2.0,15.0,68413,8861,Other,Many
111,14.0,4.0,Nami,Side.red,17.0,2983.0,3872.0,2983.0,3.0,7.0,4.0,12.0,16.0,9145.0,2.0,34.0,18784,8325,Other,Few
112,4.0,14.0,Teemo,Side.blue,1.0,6523.0,6715.0,6523.0,7.0,0.428571429,2.0,13.0,23.0,18050.0,2.0,17.0,96304,8858,TopLane_Jungle,Many
113,11.0,4.0,Fiddlesticks,Side.blue,9.0,0.0,6206.0,0.0,6.0,3.666666667,13.0,17.0,44.0,39733.0,,65.0,210317,16731,TopLane_Jungle,Few
114,12.0,4.0,Veigar,Side.red,7.0,3217.0,7760.0,3217.0,,3.0,8.0,15.0,29.0,17426.0,1.0,13.0,137980,11541,Other,Many
115,4.0,12.0,Ryze,Side.blue,6.0,2813.0,10597.0,2813.0,3.0,5.666666667,11.0,15.0,24.0,16348.0,2.0,22.0,185793,13353,Other,Many
116,12.0,4.0,Jayce,Side.red,4.0,9949.0,12963.0,9949.0,3.0,6.0,14.0,15.0,7.0,,5.0,22.0,150046,14179,TopLane_Jungle,Many
117,4.0,11.0,XinZhao,Side.blue,0.0,0.0,7165.0,0.0,6.0,1.0,6.0,9.0,11.0,15391.0,0.0,16.0,51433,6000,TopLane_Jungle,Few
118,4.0,12.0,Sett,Side.blue,12.0,2687.0,5459.0,2687.0,2.0,8.5,5.0,13.0,20.0,14446.0,0.0,37.0,75694,8724,TopLane_Jungle,Many
119,4.0,7.0,Aphelios,Side.red,6.0,10487.0,13050.0,10487.0,4.0,2.5,4.0,13.0,18.0,11010.0,2.0,18.0,129925,11067,Other,Many
120,4.0,3.0,Vayne,Side.red,5.0,4447.0,7016.0,4447.0,4.0,3.0,7.0,13.0,15.0,13732.0,1.0,22.0,134754,12632,Other,Many
121,4.0,3.0,Yone,Side.red,9.0,1711.0,1902.0,1711.0,8.0,1.5,3.0,16.0,13.0,24922.0,1.0,32.0,221420,14254,Other,Many
122,4.0,12.0,Renekton,Side.red,5.0,5765.0,5765.0,5765.0,6.0,1.833333333,6.0,16.0,17.0,40557.0,,14.0,142888,12255,TopLane_Jungle,Many
123,4.0,14.0,Pyke,Side.blue,8.0,204.0,1882.0,204.0,6.0,1.833333333,3.0,11.0,16.0,13543.0,0.0,63.0,20770,7902,Other,Few
124,11.0,4.0,Kindred,Side.blue,6.0,678.0,34442.0,678.0,4.0,2.5,4.0,11.0,3.0,16678.0,1.0,15.0,113045,8449,TopLane_Jungle,Few
125,12.0,4.0,Sylas,Side.red,9.0,4479.0,6649.0,4479.0,5.0,3.4,8.0,,30.0,28763.0,2.0,18.0,138256,13258,Other,Many
126,4.0,12.0,Vex,Side.blue,7.0,3384.0,4962.0,3384.0,,5.5,4.0,14.0,22.0,,1.0,25.0,110603,10554,Other,Many
127,4.0,12.0,Corki,Side.red,8.0,7986.0,16181.0,7986.0,8.0,2.25,10.0,16.0,5.0,21123.0,4.0,21.0,195307,17169,Other,Many
128,12.0,4.0,Syndra,Side.blue,5.0,1128.0,1826.0,1128.0,9.0,1.0,4.0,12.0,23.0,17268.0,0.0,13.0,63591,8822,Other,Many
129,4.0,14.0,Brand,Side.blue,7.0,,261.0,,9.0,0.8888888890000001,1.0,10.0,1.0,,0.0,42.0,37381,6249,Other,Few
130,4.0,14.0,Rell,Side.blue,10.0,0.0,1439.0,0.0,10.0,1.1,1.0,18.0,44.0,41331.0,0.0,131.0,35371,11065,Other,Few
131,4.0,7.0,Jinx,Side.red,2.0,112.0,280.0,112.0,5.0,0.6,1.0,11.0,8.0,12661.0,0.0,,80341,6722,Other,Many
132,4.0,12.0,TwistedFate,Side.red,10.0,4404.0,6679.0,4404.0,2.0,6.5,3.0,15.0,45.0,16244.0,3.0,31.0,125599,11875,Other,Many
133,4.0,11.0,LeeSin,Side.red,9.0,766.0,14797.0,766.0,3.0,8.0,15.0,15.0,14.0,32767.0,0.0,35.0,151660,14186,TopLane_Jungle,Few
134,4.0,7.0,Caitlyn,Side.red,20.0,14758.0,23060.0,14758.0,7.0,3.571428571,5.0,15.0,19.0,18137.0,4.0,33.0,177940,14111,Other,Many
135,4.0,7.0,Karma,Side.red,7.0,418.0,1059.0,418.0,2.0,4.5,2.0,9.0,12.0,7424.0,0.0,43.0,15789,5729,Other,Few
136,4.0,12.0,Fiora,Side.blue,10.0,10773.0,11909.0,10773.0,6.0,3.5,11.0,15.0,16.0,31202.0,4.0,13.0,115850,12357,TopLane_Jungle,Many
137,4.0,12.0,Kled,Side.red,10.0,780.0,780.0,780.0,8.0,2.25,8.0,14.0,,45913.0,0.0,14.0,88405,10982,Other,Many
138,4.0,12.0,Syndra,Side.blue,9.0,1827.0,8603.0,1827.0,3.0,4.333333333,4.0,17.0,26.0,11190.0,1.0,42.0,204510,13742,Other,Many
139,4.0,12.0,Singed,,12.0,1299.0,5487.0,1299.0,10.0,,3.0,16.0,32.0,38075.0,0.0,21.0,131755,10316,TopLane_Jungle,Many
140,4.0,11.0,Viego,Side.blue,11.0,763.0,27329.0,763.0,11.0,1.909090909,10.0,17.0,35.0,43413.0,1.0,65.0,219484,16028,TopLane_Jungle,Few
141,4.0,14.0,Nunu,Side.blue,4.0,0.0,0.0,0.0,4.0,1.25,1.0,9.0,19.0,12153.0,0.0,5.0,42734,4640,Other,Few
142,7.0,4.0,Caitlyn,Side.blue,10.0,14131.0,40631.0,14131.0,8.0,3.75,,16.0,12.0,32319.0,4.0,31.0,225318,18481,Other,Many
143,4.0,14.0,TwistedFate,Side.blue,10.0,6800.0,11937.0,6800.0,5.0,3.2,6.0,17.0,50.0,17289.0,3.0,25.0,146172,13927,Other,Many
144,4.0,11.0,RekSai,Side.red,9.0,1451.0,13293.0,1451.0,,4.0,19.0,15.0,29.0,26125.0,,32.0,139737,14569,TopLane_Jungle,Few
145,14.0,6.0,Vladimir,Side.red,0.0,4147.0,,4147.0,3.0,2.333333333,7.0,14.0,3.0,16668.0,2.0,8.0,106889,9690,TopLane_Jungle,Many
146,4.0,12.0,Ziggs,Side.red,1.0,319.0,319.0,319.0,6.0,0.166666667,0.0,9.0,13.0,9566.0,0.0,7.0,48302,4013,Other,Few
147,4.0,12.0,Ornn,Side.blue,14.0,3067.0,8337.0,3067.0,8.0,2.0,2.0,16.0,44.0,49618.0,1.0,24.0,105176,11154,TopLane_Jungle,Many
148,,7.0,Jinx,Side.blue,8.0,2446.0,8405.0,2446.0,5.0,2.4,4.0,13.0,,13008.0,0.0,29.0,106475,9417,Other,Many
149,4.0,3.0,Twitch,Side.blue,10.0,2272.0,5375.0,2272.0,6.0,3.166666667,9.0,15.0,21.0,18976.0,0.0,47.0,137355,13545,Other,Many
150,4.0,12.0,Camille,Side.blue,4.0,5504.0,5504.0,5504.0,1.0,5.0,1.0,13.0,16.0,14808.0,1.0,9.0,63193,7607,TopLane_Jungle,Many
151,4.0,12.0,Vex,Side.red,11.0,6024.0,13270.0,6024.0,0.0,23.0,12.0,16.0,30.0,,2.0,17.0,153018,13603,Other,Many
152,4.0,3.0,Draven,Side.blue,7.0,5305.0,10908.0,5305.0,3.0,5.0,8.0,13.0,9.0,13897.0,2.0,17.0,119017,12315,Other,Many
153,4.0,11.0,Viego,Side.red,4.0,0.0,8401.0,0.0,5.0,1.8,5.0,13.0,11.0,20901.0,0.0,30.0,112328,9120,TopLane_Jungle,Few
154,4.0,12.0,Kassadin,Side.red,1.0,2346.0,2926.0,2346.0,4.0,0.5,1.0,12.0,16.0,21148.0,0.0,8.0,78545,7919,Other,Many
155,12.0,4.0,Graves,Side.red,1.0,,13613.0,3459.0,7.0,0.285714286,1.0,15.0,15.0,21405.0,2.0,20.0,179140,10859,TopLane_Jungle,Many
156,11.0,4.0,Kayn,Side.blue,4.0,946.0,30046.0,946.0,5.0,3.2,12.0,18.0,36.0,54399.0,1.0,40.0,229949,15326,TopLane_Jungle,Few
157,4.0,,TwistedFate,Side.red,5.0,0.0,434.0,0.0,5.0,1.4,2.0,14.0,33.0,17740.0,0.0,18.0,99151,10428,Other,Many
158,4.0,11.0,Viego,Side.blue,5.0,1956.0,23113.0,1956.0,8.0,1.0,3.0,13.0,11.0,37649.0,1.0,37.0,126468,9178,TopLane_Jungle,Few
159,4.0,,Viego,Side.blue,,,30584.0,0.0,7.0,1.714285714,6.0,15.0,12.0,37092.0,0.0,22.0,161922,11639,TopLane_Jungle,Few
160,4.0,14.0,Nautilus,Side.red,24.0,934.0,1939.0,934.0,,2.363636364,2.0,17.0,99.0,27232.0,0.0,74.0,52744,10294,Other,Few
161,4.0,12.0,Jayce,Side.red,1.0,651.0,9057.0,651.0,4.0,0.5,1.0,13.0,3.0,12782.0,0.0,13.0,112819,7898,TopLane_Jungle,Many
162,14.0,4.0,Leona,Side.red,18.0,715.0,2861.0,715.0,5.0,3.8,1.0,14.0,53.0,18331.0,1.0,72.0,23298,8372,Other,Few
163,4.0,14.0,,Side.blue,9.0,734.0,2170.0,734.0,15.0,0.666666667,1.0,10.0,48.0,19197.0,0.0,57.0,28110,7245,Other,Few
